X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity [ m s^-1 ]
3.21615934e-02, -2.29945835e-02, -4.86513138e-01, 1.27501022e+02, 0.00000000e+00
3.20751779e-02, -2.26026587e-02, -4.86929953e-01, 1.25985199e+02, 0.00000000e+00
3.21395323e-02, -2.27081794e-02, -4.86872286e-01, 1.26129944e+02, 0.00000000e+00
3.23789008e-02, -2.29913685e-02, -4.86942559e-01, 1.26361389e+02, 0.00000000e+00
3.13707255e-02, -2.17756312e-02, -4.86867070e-01, 1.27670776e+02, 0.00000000e+00
3.14569883e-02, -2.18690690e-02, -4.86951292e-01, 1.27748238e+02, 0.00000000e+00
3.13793197e-02, -2.17611492e-02, -4.87039894e-01, 1.27892906e+02, 0.00000000e+00
3.15482058e-02, -2.19679289e-02, -4.87042457e-01, 1.27503143e+02, 0.00000000e+00
3.15365717e-02, -2.19830740e-02, -4.86872822e-01, 1.27525993e+02, 0.00000000e+00
3.16210538e-02, -2.21020840e-02, -4.86799747e-01, 1.27333778e+02, 0.00000000e+00
3.15201543e-02, -2.20101569e-02, -4.86711890e-01, 1.27365898e+02, 0.00000000e+00
3.15943956e-02, -2.21316386e-02, -4.86639857e-01, 1.27289070e+02, 0.00000000e+00
3.14944647e-02, -2.20474079e-02, -4.86556172e-01, 1.27193848e+02, 0.00000000e+00
3.14231999e-02, -2.19229255e-02, -4.86629486e-01, 1.27215904e+02, 0.00000000e+00
3.13487314e-02, -2.17990633e-02, -4.86701280e-01, 1.27270874e+02, 0.00000000e+00
3.12752239e-02, -2.16795858e-02, -4.86772805e-01, 1.27286034e+02, 0.00000000e+00
3.13888825e-02, -2.19586324e-02, -4.86473531e-01, 1.26948143e+02, 0.00000000e+00
3.13196033e-02, -2.18332801e-02, -4.86543745e-01, 1.26874512e+02, 0.00000000e+00
3.15541960e-02, -2.19612624e-02, -4.87220585e-01, 1.27123192e+02, 0.00000000e+00
3.16665284e-02, -2.22561993e-02, -4.86574918e-01, 1.27285789e+02, 0.00000000e+00
3.16292308e-02, -2.22987384e-02, -4.86424685e-01, 1.27367653e+02, 0.00000000e+00
3.15629095e-02, -2.21726224e-02, -4.86487865e-01, 1.27244026e+02, 0.00000000e+00
3.14569846e-02, -2.20858343e-02, -4.86404568e-01, 1.27050407e+02, 0.00000000e+00
3.13472413e-02, -2.19982862e-02, -4.86321121e-01, 1.26717323e+02, 0.00000000e+00
3.12804133e-02, -2.18720157e-02, -4.86389041e-01, 1.26537964e+02, 0.00000000e+00
3.12120449e-02, -2.17451937e-02, -4.86456394e-01, 1.26364830e+02, 0.00000000e+00
3.14347483e-02, -2.23043319e-02, -4.86047834e-01, 1.27106514e+02, 0.00000000e+00
3.13203521e-02, -2.22210418e-02, -4.85967547e-01, 1.26520576e+02, 0.00000000e+00
3.13804448e-02, -2.23460272e-02, -4.85910445e-01, 1.26895416e+02, 0.00000000e+00
3.12604681e-02, -2.22718399e-02, -4.85825807e-01, 1.26152962e+02, 0.00000000e+00
3.15898620e-02, -2.23451462e-02, -4.86279279e-01, 1.27471382e+02, 0.00000000e+00
3.14915664e-02, -2.24280171e-02, -4.85993713e-01, 1.27514778e+02, 0.00000000e+00
3.09633054e-02, -2.21231561e-02, -4.85626161e-01, 1.23887245e+02, 0.00000000e+00
3.05522848e-02, -2.18663849e-02, -4.85417604e-01, 1.20544472e+02, 0.00000000e+00
3.06162555e-02, -2.18053572e-02, -4.85551059e-01, 1.21237862e+02, 0.00000000e+00
3.04875802e-02, -2.17275172e-02, -4.85471338e-01, 1.20491150e+02, 0.00000000e+00
3.05455122e-02, -2.16723364e-02, -4.85613376e-01, 1.21144249e+02, 0.00000000e+00
3.06787714e-02, -2.17445996e-02, -4.85697210e-01, 1.22085205e+02, 0.00000000e+00
3.06892097e-02, -2.19468456e-02, -4.85499918e-01, 1.21438622e+02, 0.00000000e+00
3.06086950e-02, -2.20181588e-02, -4.85360831e-01, 1.20628441e+02, 0.00000000e+00
3.04880459e-02, -2.19288766e-02, -4.85288829e-01, 1.20074852e+02, 0.00000000e+00
3.08259781e-02, -2.20204815e-02, -4.85574991e-01, 1.22624184e+02, 0.00000000e+00
3.07308845e-02, -2.20754147e-02, -4.85442638e-01, 1.21610054e+02, 0.00000000e+00
3.05892434e-02, -2.16163304e-02, -4.85749722e-01, 1.21866905e+02, 0.00000000e+00
3.07145361e-02, -2.16790624e-02, -4.85827267e-01, 1.22795723e+02, 0.00000000e+00
3.04181613e-02, -2.15951130e-02, -4.85529363e-01, 1.20472443e+02, 0.00000000e+00
3.03700250e-02, -2.16497947e-02, -4.85390484e-01, 1.20075562e+02, 0.00000000e+00
3.03064119e-02, -2.15182789e-02, -4.85454082e-01, 1.20035973e+02, 0.00000000e+00
3.02631333e-02, -2.15707477e-02, -4.85311925e-01, 1.19852699e+02, 0.00000000e+00
3.04336585e-02, -2.17880812e-02, -4.85337853e-01, 1.20060555e+02, 0.00000000e+00
3.04629151e-02, -2.15422586e-02, -4.85673070e-01, 1.21061363e+02, 0.00000000e+00
3.01971864e-02, -2.14419570e-02, -4.85373735e-01, 1.19770325e+02, 0.00000000e+00
3.02361976e-02, -2.13987790e-02, -4.85519588e-01, 1.19924232e+02, 0.00000000e+00
3.05011142e-02, -2.14867685e-02, -4.85817820e-01, 1.21724678e+02, 0.00000000e+00
3.06233298e-02, -2.15498991e-02, -4.85891312e-01, 1.22552071e+02, 0.00000000e+00
3.03835683e-02, -2.14190818e-02, -4.85747814e-01, 1.20996513e+02, 0.00000000e+00
3.07463631e-02, -2.16087271e-02, -4.85964507e-01, 1.23396675e+02, 0.00000000e+00
3.01639885e-02, -2.12862343e-02, -4.85597253e-01, 1.19900291e+02, 0.00000000e+00
3.02679744e-02, -2.13498585e-02, -4.85673189e-01, 1.20349602e+02, 0.00000000e+00
3.01309582e-02, -2.13243607e-02, -4.85448748e-01, 1.19779022e+02, 0.00000000e+00
3.07942946e-02, -2.15581916e-02, -4.86100018e-01, 1.23952248e+02, 0.00000000e+00
3.14386077e-02, -2.24813893e-02, -4.85858560e-01, 1.27364845e+02, 0.00000000e+00
3.11283413e-02, -2.21884791e-02, -4.85743046e-01, 1.25202583e+02, 0.00000000e+00
3.11832223e-02, -2.23242622e-02, -4.85688746e-01, 1.25659904e+02, 0.00000000e+00
3.12303305e-02, -2.24611871e-02, -4.85638857e-01, 1.26150963e+02, 0.00000000e+00
3.10829468e-02, -2.23916266e-02, -4.85550433e-01, 1.24880493e+02, 0.00000000e+00
3.13657485e-02, -2.25491039e-02, -4.85718280e-01, 1.27150177e+02, 0.00000000e+00
3.12852971e-02, -2.26217136e-02, -4.85600770e-01, 1.26865089e+02, 0.00000000e+00
3.11651193e-02, -2.25577354e-02, -4.85531062e-01, 1.25783287e+02, 0.00000000e+00
3.14271078e-02, -2.27117538e-02, -4.85685319e-01, 1.27921028e+02, 0.00000000e+00
3.13284174e-02, -2.27890648e-02, -4.85566109e-01, 1.27688057e+02, 0.00000000e+00
3.12005579e-02, -2.27118712e-02, -4.85492170e-01, 1.26499290e+02, 0.00000000e+00
3.13635170e-02, -2.29611602e-02, -4.85534102e-01, 1.28672256e+02, 0.00000000e+00
3.08446325e-02, -2.21442375e-02, -4.85500157e-01, 1.22716530e+02, 0.00000000e+00
3.09354737e-02, -2.22848635e-02, -4.85489607e-01, 1.23496445e+02, 0.00000000e+00
3.08298077e-02, -2.23635621e-02, -4.85356510e-01, 1.22317528e+02, 0.00000000e+00
3.07836011e-02, -2.22151168e-02, -4.85400945e-01, 1.21938881e+02, 0.00000000e+00
3.10476515e-02, -2.25233492e-02, -4.85453099e-01, 1.24754227e+02, 0.00000000e+00
3.09556201e-02, -2.24242285e-02, -4.85428333e-01, 1.23729401e+02, 0.00000000e+00
3.10786851e-02, -2.26407647e-02, -4.85424459e-01, 1.25318031e+02, 0.00000000e+00
3.11370790e-02, -2.16158833e-02, -4.86522794e-01, 1.26179535e+02, 0.00000000e+00
3.11717894e-02, -2.15805098e-02, -4.86680061e-01, 1.26680351e+02, 0.00000000e+00
3.11957952e-02, -2.15555336e-02, -4.86844778e-01, 1.27199593e+02, 0.00000000e+00
3.10964119e-02, -2.16602236e-02, -4.86375988e-01, 1.25760551e+02, 0.00000000e+00
3.09740268e-02, -2.15830114e-02, -4.86303687e-01, 1.25105736e+02, 0.00000000e+00
2.73296479e-02, -2.22218651e-02, -4.84298199e-01, 1.21321602e+02, 0.00000000e+00
2.74172071e-02, -2.23191250e-02, -4.84385282e-01, 1.19473930e+02, 0.00000000e+00
2.79906932e-02, -2.51428336e-02, -4.83174533e-01, 8.74445496e+01, 0.00000000e+00
2.80225780e-02, -2.51297243e-02, -4.83339995e-01, 8.75120163e+01, 0.00000000e+00
2.77775172e-02, -2.59355269e-02, -4.83580321e-01, 8.01220627e+01, 0.00000000e+00
2.78081968e-02, -2.59412043e-02, -4.83751506e-01, 8.78098679e+01, 0.00000000e+00
2.76980270e-02, -2.60272138e-02, -4.83867764e-01, 9.25842667e+01, 0.00000000e+00
2.75956597e-02, -2.60888673e-02, -4.84003931e-01, 9.65279617e+01, 0.00000000e+00
2.75367144e-02, -2.60700006e-02, -4.83838677e-01, 9.14092331e+01, 0.00000000e+00
2.83404235e-02, -2.53570285e-02, -4.83815581e-01, 1.01021553e+02, 0.00000000e+00
2.84507386e-02, -2.54537743e-02, -4.83898044e-01, 1.06929802e+02, 0.00000000e+00
2.84119472e-02, -2.56047845e-02, -4.83934492e-01, 1.06665192e+02, 0.00000000e+00
2.80386172e-02, -2.54268255e-02, -4.83346522e-01, 8.21930923e+01, 0.00000000e+00
2.80720927e-02, -2.52781678e-02, -4.83456135e-01, 8.59968643e+01, 0.00000000e+00
2.83659566e-02, -2.57434547e-02, -4.83974636e-01, 1.06522285e+02, 0.00000000e+00
2.82392036e-02, -2.52660569e-02, -4.83722508e-01, 9.50015488e+01, 0.00000000e+00
2.84825675e-02, -2.52856500e-02, -4.83877808e-01, 1.07495636e+02, 0.00000000e+00
2.83566900e-02, -2.51821186e-02, -4.83812183e-01, 1.02026451e+02, 0.00000000e+00
2.85124555e-02, -2.50866450e-02, -4.83881205e-01, 1.08351082e+02, 0.00000000e+00
2.84548979e-02, -2.48996392e-02, -4.83883262e-01, 1.07624626e+02, 0.00000000e+00
2.84192730e-02, -2.47301701e-02, -4.83914495e-01, 1.07512123e+02, 0.00000000e+00
2.85304543e-02, -2.46126577e-02, -4.83980089e-01, 1.09601067e+02, 0.00000000e+00
2.86378842e-02, -2.52382290e-02, -4.83920068e-01, 1.11893028e+02, 0.00000000e+00
3.14264745e-02, -2.49869265e-02, -4.84928191e-01, 1.08269997e+02, 0.00000000e+00
3.13262418e-02, -2.48724073e-02, -4.85008717e-01, 1.07785576e+02, 0.00000000e+00
3.13463546e-02, -2.48096008e-02, -4.85146910e-01, 1.08100288e+02, 0.00000000e+00
3.12922522e-02, -2.49237474e-02, -4.84851748e-01, 1.08740639e+02, 0.00000000e+00
3.12039871e-02, -2.47987509e-02, -4.84927058e-01, 1.08603966e+02, 0.00000000e+00
3.13849673e-02, -2.47499663e-02, -4.85285401e-01, 1.09983437e+02, 0.00000000e+00
3.14779431e-02, -2.48304326e-02, -4.85363871e-01, 1.10101189e+02, 0.00000000e+00
3.12953293e-02, -2.46740822e-02, -4.85200614e-01, 1.10268562e+02, 0.00000000e+00
3.16407010e-02, -2.50543598e-02, -4.85359341e-01, 1.09134605e+02, 0.00000000e+00
3.15730572e-02, -2.49239299e-02, -4.85436559e-01, 1.10769524e+02, 0.00000000e+00
3.04586384e-02, -2.49628481e-02, -4.84130353e-01, 1.15189247e+02, 0.00000000e+00
3.05429753e-02, -2.50710100e-02, -4.84054655e-01, 1.15381569e+02, 0.00000000e+00
3.06328535e-02, -2.49833707e-02, -4.84157503e-01, 1.14856285e+02, 0.00000000e+00
3.07213292e-02, -2.50836574e-02, -4.84072655e-01, 1.15007927e+02, 0.00000000e+00
3.03729977e-02, -2.50587948e-02, -4.84046668e-01, 1.15653198e+02, 0.00000000e+00
3.04624122e-02, -2.51676571e-02, -4.83969420e-01, 1.15823006e+02, 0.00000000e+00
3.05574182e-02, -2.48738732e-02, -4.84235704e-01, 1.14646950e+02, 0.00000000e+00
3.03944498e-02, -2.48397570e-02, -4.84204501e-01, 1.14915588e+02, 0.00000000e+00
3.07087302e-02, -2.49027740e-02, -4.84274358e-01, 1.14243927e+02, 0.00000000e+00
3.06379739e-02, -2.47933120e-02, -4.84344125e-01, 1.13998901e+02, 0.00000000e+00
3.07946634e-02, -2.50069071e-02, -4.84189779e-01, 1.14429955e+02, 0.00000000e+00
3.07837669e-02, -2.48376839e-02, -4.84391004e-01, 1.13490021e+02, 0.00000000e+00
3.08522936e-02, -2.47741994e-02, -4.84515339e-01, 1.12580261e+02, 0.00000000e+00
3.09267864e-02, -2.48866212e-02, -4.84440893e-01, 1.12875603e+02, 0.00000000e+00
3.09872851e-02, -2.48322729e-02, -4.84577596e-01, 1.11820213e+02, 0.00000000e+00
3.07135172e-02, -2.47186217e-02, -4.84458506e-01, 1.13240608e+02, 0.00000000e+00
3.07850149e-02, -2.46432200e-02, -4.84581620e-01, 1.12439919e+02, 0.00000000e+00
3.05768698e-02, -2.46653128e-02, -4.84408170e-01, 1.13771141e+02, 0.00000000e+00
3.06563079e-02, -2.45842151e-02, -4.84519243e-01, 1.13159676e+02, 0.00000000e+00
3.12578455e-02, -2.49614008e-02, -4.84693378e-01, 1.10094055e+02, 0.00000000e+00
3.12159304e-02, -2.49954686e-02, -4.84542638e-01, 1.11363487e+02, 0.00000000e+00
3.11185904e-02, -2.48968229e-02, -4.84636694e-01, 1.10954872e+02, 0.00000000e+00
3.10367793e-02, -2.47798283e-02, -4.84712362e-01, 1.10687462e+02, 0.00000000e+00
3.10869068e-02, -2.47231256e-02, -4.84849036e-01, 1.09770699e+02, 0.00000000e+00
3.11381221e-02, -2.46608984e-02, -4.84985560e-01, 1.09594810e+02, 0.00000000e+00
3.09719667e-02, -2.46467032e-02, -4.84773993e-01, 1.10890862e+02, 0.00000000e+00
3.10315192e-02, -2.45805830e-02, -4.84900653e-01, 1.10796478e+02, 0.00000000e+00
3.11139636e-02, -2.50610467e-02, -4.84244406e-01, 1.13361595e+02, 0.00000000e+00
3.10608596e-02, -2.51063854e-02, -4.84097838e-01, 1.14054237e+02, 0.00000000e+00
3.10134459e-02, -2.49855611e-02, -4.84346569e-01, 1.13168701e+02, 0.00000000e+00
3.11712548e-02, -2.50306278e-02, -4.84383315e-01, 1.12472847e+02, 0.00000000e+00
3.08851041e-02, -2.50972603e-02, -4.84085947e-01, 1.14556969e+02, 0.00000000e+00
3.09877116e-02, -2.51683481e-02, -4.83969808e-01, 1.14609398e+02, 0.00000000e+00
3.13296244e-02, -2.50676796e-02, -4.84421611e-01, 1.11644554e+02, 0.00000000e+00
3.05252522e-02, -2.45266166e-02, -4.84460980e-01, 1.13710938e+02, 0.00000000e+00
3.06092072e-02, -2.44399998e-02, -4.84566659e-01, 1.13441803e+02, 0.00000000e+00
3.07318941e-02, -2.45027635e-02, -4.84633565e-01, 1.12739227e+02, 0.00000000e+00
3.08518782e-02, -2.45712958e-02, -4.84703094e-01, 1.11860985e+02, 0.00000000e+00
3.09215058e-02, -2.45019197e-02, -4.84824210e-01, 1.11853508e+02, 0.00000000e+00
3.08081787e-02, -2.44238395e-02, -4.84748542e-01, 1.12869873e+02, 0.00000000e+00
3.09444424e-02, -2.41076369e-02, -4.84993100e-01, 1.19885384e+02, 0.00000000e+00
3.08454633e-02, -2.40176227e-02, -4.84900624e-01, 1.19682610e+02, 0.00000000e+00
3.08598876e-02, -2.41887011e-02, -4.84886438e-01, 1.16770325e+02, 0.00000000e+00
3.07413321e-02, -2.39347462e-02, -4.84813243e-01, 1.18968391e+02, 0.00000000e+00
3.08361612e-02, -2.38422677e-02, -4.84909296e-01, 1.21756500e+02, 0.00000000e+00
3.07787228e-02, -2.42696777e-02, -4.84781533e-01, 1.14700111e+02, 0.00000000e+00
3.06914076e-02, -2.43568700e-02, -4.84672487e-01, 1.13656105e+02, 0.00000000e+00
3.06666549e-02, -2.41944306e-02, -4.84703928e-01, 1.15103371e+02, 0.00000000e+00
3.08848917e-02, -2.43486632e-02, -4.84862506e-01, 1.13888603e+02, 0.00000000e+00
3.06431577e-02, -2.40274929e-02, -4.84720588e-01, 1.16677490e+02, 0.00000000e+00
3.06266658e-02, -2.38593984e-02, -4.84732836e-01, 1.17887199e+02, 0.00000000e+00
3.10928710e-02, -2.45106481e-02, -4.85033780e-01, 1.11907280e+02, 0.00000000e+00
3.11941728e-02, -2.45927162e-02, -4.85118568e-01, 1.10879669e+02, 0.00000000e+00
3.09908483e-02, -2.44305916e-02, -4.84945416e-01, 1.12886879e+02, 0.00000000e+00
2.94498447e-02, -2.63279825e-02, -4.84105915e-01, 1.22410866e+02, 0.00000000e+00
2.93017905e-02, -2.62883268e-02, -4.84156519e-01, 1.22103371e+02, 0.00000000e+00
2.93517336e-02, -2.64239442e-02, -4.84201163e-01, 1.22608910e+02, 0.00000000e+00
2.94902455e-02, -2.60726847e-02, -4.84015584e-01, 1.21228661e+02, 0.00000000e+00
2.94035356e-02, -2.61891577e-02, -4.84079182e-01, 1.21860374e+02, 0.00000000e+00
2.95464601e-02, -2.62282230e-02, -4.84031707e-01, 1.21975670e+02, 0.00000000e+00
2.92511303e-02, -2.61604246e-02, -4.84126270e-01, 1.21495033e+02, 0.00000000e+00
2.93404385e-02, -2.60484237e-02, -4.84060854e-01, 1.21163055e+02, 0.00000000e+00
2.91410889e-02, -2.64783148e-02, -4.84370381e-01, 1.21703194e+02, 0.00000000e+00
2.92248204e-02, -2.63957568e-02, -4.84252006e-01, 1.22048592e+02, 0.00000000e+00
2.90717073e-02, -2.63630841e-02, -4.84297335e-01, 1.21056770e+02, 0.00000000e+00
2.92981360e-02, -2.65299231e-02, -4.84312773e-01, 1.22573273e+02, 0.00000000e+00
2.91599892e-02, -2.62648221e-02, -4.84201908e-01, 1.21433533e+02, 0.00000000e+00
2.94243097e-02, -2.58929599e-02, -4.84003246e-01, 1.20367683e+02, 0.00000000e+00
2.92078014e-02, -2.65925936e-02, -4.84446645e-01, 1.22190063e+02, 0.00000000e+00
2.92892531e-02, -2.67175678e-02, -4.84553635e-01, 1.22562378e+02, 0.00000000e+00
2.93517895e-02, -2.66443379e-02, -4.84384567e-01, 1.22929535e+02, 0.00000000e+00
2.97046937e-02, -2.64500435e-02, -4.84022230e-01, 1.22712425e+02, 0.00000000e+00
2.96086818e-02, -2.65340414e-02, -4.84115392e-01, 1.23090179e+02, 0.00000000e+00
2.98076067e-02, -2.63368413e-02, -4.83933061e-01, 1.22025948e+02, 0.00000000e+00
2.96864547e-02, -2.62790900e-02, -4.83981609e-01, 1.22016731e+02, 0.00000000e+00
3.03892642e-02, -2.52934862e-02, -4.83888358e-01, 1.16291008e+02, 0.00000000e+00
3.04910280e-02, -2.54103541e-02, -4.83805984e-01, 1.16427116e+02, 0.00000000e+00
3.02116815e-02, -2.53073648e-02, -4.83898461e-01, 1.16626869e+02, 0.00000000e+00
3.02869361e-02, -2.51739323e-02, -4.83968079e-01, 1.16104317e+02, 0.00000000e+00
3.03123966e-02, -2.54309438e-02, -4.83824611e-01, 1.16905373e+02, 0.00000000e+00
2.99001299e-02, -2.53602024e-02, -4.83915925e-01, 1.17152756e+02, 0.00000000e+00
3.00434493e-02, -2.53205150e-02, -4.83911753e-01, 1.16895576e+02, 0.00000000e+00
2.99922694e-02, -2.54649259e-02, -4.83863413e-01, 1.17480385e+02, 0.00000000e+00
3.00736837e-02, -2.55637523e-02, -4.83809233e-01, 1.17802429e+02, 0.00000000e+00
2.99393553e-02, -2.56237853e-02, -4.83832687e-01, 1.18108650e+02, 0.00000000e+00
2.99157854e-02, -2.57836320e-02, -4.83821452e-01, 1.18848328e+02, 0.00000000e+00
3.00884601e-02, -2.57440582e-02, -4.83767301e-01, 1.18444527e+02, 0.00000000e+00
3.06033324e-02, -2.55272910e-02, -4.83731240e-01, 1.16548279e+02, 0.00000000e+00
3.04192733e-02, -2.55554244e-02, -4.83750910e-01, 1.17130211e+02, 0.00000000e+00
3.02416999e-02, -2.55916771e-02, -4.83769357e-01, 1.17685471e+02, 0.00000000e+00
3.05497181e-02, -2.56770886e-02, -4.83682692e-01, 1.17344238e+02, 0.00000000e+00
3.02423723e-02, -2.57601216e-02, -4.83723074e-01, 1.18349586e+02, 0.00000000e+00
3.03533953e-02, -2.58677844e-02, -4.83677685e-01, 1.18753075e+02, 0.00000000e+00
3.01973000e-02, -2.58975048e-02, -4.83716190e-01, 1.19068703e+02, 0.00000000e+00
3.01809609e-02, -2.63467468e-02, -4.83728766e-01, 1.21341858e+02, 0.00000000e+00
3.01563907e-02, -2.61779185e-02, -4.83721942e-01, 1.20504128e+02, 0.00000000e+00
2.85376385e-02, -2.63430551e-02, -4.85497415e-01, 1.14151573e+02, 0.00000000e+00
2.86253206e-02, -2.64381338e-02, -4.85399008e-01, 1.15151306e+02, 0.00000000e+00
2.84814946e-02, -2.63872501e-02, -4.85353738e-01, 1.13796181e+02, 0.00000000e+00
2.85763349e-02, -2.64664702e-02, -4.85247046e-01, 1.14912842e+02, 0.00000000e+00
2.87207123e-02, -2.65199281e-02, -4.85297203e-01, 1.16264374e+02, 0.00000000e+00
2.86818389e-02, -2.63940394e-02, -4.85542357e-01, 1.15366600e+02, 0.00000000e+00
2.85965931e-02, -2.62868330e-02, -4.85633761e-01, 1.14445518e+02, 0.00000000e+00
2.87726875e-02, -2.64902078e-02, -4.85446990e-01, 1.16394753e+02, 0.00000000e+00
2.83930115e-02, -2.62969565e-02, -4.85453576e-01, 1.12913383e+02, 0.00000000e+00
2.88676433e-02, -2.65759882e-02, -4.85348105e-01, 1.17471169e+02, 0.00000000e+00
2.89664455e-02, -2.66485177e-02, -4.85251158e-01, 1.18547630e+02, 0.00000000e+00
2.88213994e-02, -2.65895985e-02, -4.85197484e-01, 1.17442261e+02, 0.00000000e+00
2.89137103e-02, -2.66421419e-02, -4.85124469e-01, 1.18456772e+02, 0.00000000e+00
2.90546604e-02, -2.67083906e-02, -4.85105187e-01, 1.19635201e+02, 0.00000000e+00
2.90978998e-02, -2.67057978e-02, -4.85283673e-01, 1.19510201e+02, 0.00000000e+00
2.89134905e-02, -2.65429728e-02, -4.85493809e-01, 1.17525238e+02, 0.00000000e+00
2.91758068e-02, -2.66526192e-02, -4.85560089e-01, 1.19323242e+02, 0.00000000e+00
2.91317236e-02, -2.66798530e-02, -4.85440522e-01, 1.19394341e+02, 0.00000000e+00
2.90440582e-02, -2.65924186e-02, -4.85541821e-01, 1.18503571e+02, 0.00000000e+00
2.92661022e-02, -2.67257094e-02, -4.85502452e-01, 1.20182014e+02, 0.00000000e+00
2.92284656e-02, -2.67576687e-02, -4.85346556e-01, 1.20361580e+02, 0.00000000e+00
2.91394126e-02, -2.65629105e-02, -4.85690385e-01, 1.18714653e+02, 0.00000000e+00
2.89719887e-02, -2.64981575e-02, -4.85640556e-01, 1.17621071e+02, 0.00000000e+00
2.88236700e-02, -2.64438801e-02, -4.85588312e-01, 1.16532616e+02, 0.00000000e+00
2.86865588e-02, -2.65368205e-02, -4.85136032e-01, 1.16231712e+02, 0.00000000e+00
2.88096257e-02, -2.65986528e-02, -4.85049784e-01, 1.17601540e+02, 0.00000000e+00
2.85180006e-02, -2.64706798e-02, -4.84948099e-01, 1.14543274e+02, 0.00000000e+00
2.86561456e-02, -2.65297797e-02, -4.84958261e-01, 1.16240501e+02, 0.00000000e+00
2.85623521e-02, -2.64711175e-02, -4.84819829e-01, 1.15203590e+02, 0.00000000e+00
2.87078172e-02, -2.65135039e-02, -4.84778613e-01, 1.17043068e+02, 0.00000000e+00
2.85409819e-02, -2.64779106e-02, -4.85087156e-01, 1.14740814e+02, 0.00000000e+00
2.88216174e-02, -2.65864693e-02, -4.84876573e-01, 1.18117798e+02, 0.00000000e+00
2.83839274e-02, -2.64211092e-02, -4.85014588e-01, 1.12860649e+02, 0.00000000e+00
2.90699434e-02, -2.65563224e-02, -4.84509230e-01, 1.21138237e+02, 0.00000000e+00
2.89909113e-02, -2.64475960e-02, -4.84417737e-01, 1.20500114e+02, 0.00000000e+00
2.88262442e-02, -2.61998475e-02, -4.84255522e-01, 1.18448540e+02, 0.00000000e+00
2.89083496e-02, -2.63304338e-02, -4.84331787e-01, 1.19634590e+02, 0.00000000e+00
2.87411753e-02, -2.63028201e-02, -4.84371006e-01, 1.17733818e+02, 0.00000000e+00
2.89191902e-02, -2.65119113e-02, -4.84560460e-01, 1.19799377e+02, 0.00000000e+00
2.84127276e-02, -2.62654629e-02, -4.84437555e-01, 1.12660255e+02, 0.00000000e+00
2.85766684e-02, -2.62822919e-02, -4.84407544e-01, 1.15323814e+02, 0.00000000e+00
2.84745228e-02, -2.61844043e-02, -4.84320939e-01, 1.13279236e+02, 0.00000000e+00
2.86736190e-02, -2.63789538e-02, -4.84504908e-01, 1.16847321e+02, 0.00000000e+00
2.85095405e-02, -2.63485201e-02, -4.84541684e-01, 1.14430397e+02, 0.00000000e+00
2.83414461e-02, -2.62037776e-02, -4.84361053e-01, 1.10944618e+02, 0.00000000e+00
2.86106076e-02, -2.64303610e-02, -4.84647274e-01, 1.15921257e+02, 0.00000000e+00
2.87694987e-02, -2.64682267e-02, -4.84606773e-01, 1.18009651e+02, 0.00000000e+00
2.88677607e-02, -2.65607182e-02, -4.84710842e-01, 1.18956123e+02, 0.00000000e+00
2.84625646e-02, -2.63991952e-02, -4.84683126e-01, 1.13841675e+02, 0.00000000e+00
2.85152588e-02, -2.57043056e-02, -4.84003633e-01, 1.10855988e+02, 0.00000000e+00
2.85611395e-02, -2.55604461e-02, -4.83963817e-01, 1.11267113e+02, 0.00000000e+00
2.86125466e-02, -2.49390751e-02, -4.83923048e-01, 1.10867157e+02, 0.00000000e+00
2.85730902e-02, -2.47710012e-02, -4.83944505e-01, 1.10178368e+02, 0.00000000e+00
2.87469607e-02, -2.48053111e-02, -4.83976752e-01, 1.12161835e+02, 0.00000000e+00
2.86927037e-02, -2.46490855e-02, -4.84003663e-01, 1.11333183e+02, 0.00000000e+00
2.88675521e-02, -2.46797074e-02, -4.84026790e-01, 1.12583740e+02, 0.00000000e+00
2.86396891e-02, -2.44984031e-02, -4.84045386e-01, 1.10582756e+02, 0.00000000e+00
2.89804619e-02, -2.45335381e-02, -4.84083414e-01, 1.12495293e+02, 0.00000000e+00
2.87511293e-02, -2.43726466e-02, -4.84108955e-01, 1.10935150e+02, 0.00000000e+00
2.89087500e-02, -2.44080164e-02, -4.84114349e-01, 1.11711487e+02, 0.00000000e+00
2.88977977e-02, -2.42445748e-02, -4.84168828e-01, 1.11038750e+02, 0.00000000e+00
2.90877018e-02, -2.43695155e-02, -4.84145015e-01, 1.12086388e+02, 0.00000000e+00
2.85749082e-02, -2.43530720e-02, -4.84094918e-01, 1.09910576e+02, 0.00000000e+00
2.86808107e-02, -2.42222305e-02, -4.84164327e-01, 1.10214203e+02, 0.00000000e+00
2.94172224e-02, -2.42642350e-02, -4.84213680e-01, 1.12465820e+02, 0.00000000e+00
2.96015274e-02, -2.42922306e-02, -4.84230101e-01, 1.12964577e+02, 0.00000000e+00
2.93549411e-02, -2.41123307e-02, -4.84251589e-01, 1.11686760e+02, 0.00000000e+00
2.92391777e-02, -2.42501460e-02, -4.84197468e-01, 1.11949745e+02, 0.00000000e+00
2.92003434e-02, -2.40753628e-02, -4.84247625e-01, 1.11120361e+02, 0.00000000e+00
2.90814452e-02, -2.41943318e-02, -4.84199822e-01, 1.11367874e+02, 0.00000000e+00
