X [ m ], Y [ m ], Z [ m ]
0.034287911,-0.015736949,-0.486747295
0.034425173,-0.015795341,-0.486691117
0.034136068,-0.015692206,-0.486793041
0.034203988,-0.015611944,-0.486670971
0.037159115,-0.021117199,-0.480737835
0.037175719,-0.021235341,-0.480863929
0.037296843,-0.021154709,-0.480805576
0.037002225,-0.021262143,-0.480879784
0.037047479,-0.021170564,-0.480785668
0.036916021,-0.021156002,-0.480783314
0.024231168,-0.019560153,-0.484595299
0.024184125,-0.019408325,-0.484638155
0.023305439,-0.017902881,-0.484523654
0.02328947,-0.017722357,-0.484490782
0.02348949,-0.017795175,-0.484528452
0.023143979,-0.017976295,-0.4845047
0.023165604,-0.017818408,-0.484492749
0.02544643,-0.017478494,-0.484108239
0.025553621,-0.017492443,-0.484009862
0.025601199,-0.017577004,-0.484154731
0.025292976,-0.017370459,-0.484033287
0.025461365,-0.017423863,-0.483952582
0.01879769,-0.017743364,-0.48120749
0.018706847,-0.017878786,-0.481210679
0.018911151,-0.017912066,-0.481207371
0.01899858,-0.017758614,-0.481206298
0.018904783,-0.017600482,-0.481213033
0.034403697,-0.015403062,-0.486282289
0.034236029,-0.015367367,-0.486328125
0.034301944,-0.015311088,-0.486184001
0.037491091,-0.020452334,-0.481645733
0.037435789,-0.020658113,-0.48173964
0.037338588,-0.020513756,-0.481743604
0.018230744,-0.016922621,-0.481384575
0.018243887,-0.017025387,-0.48133716
0.018343039,-0.016915022,-0.48140046
0.017937718,-0.017641563,-0.483287036
0.017842123,-0.017706888,-0.483261913
0.017842393,-0.017568009,-0.483243436
0.035872459,-0.014924468,-0.483029932
0.035784688,-0.014909923,-0.483094335
0.035771642,-0.014846426,-0.482967138
0.030004144,-0.029025467,-0.482630461
0.030068876,-0.02897593,-0.482760996
0.030146558,-0.029072838,-0.482661456
0.029923821,-0.02904754,-0.48246491
0.029841662,-0.028960805,-0.482618272
0.030102454,-0.029097468,-0.482520759
0.029947393,-0.028942086,-0.482729137
0.033031121,-0.016837005,-0.485671639
0.033024617,-0.016840188,-0.485844731
0.033124812,-0.016930409,-0.485736191
0.033122007,-0.016921276,-0.485547751
0.032943856,-0.016719738,-0.485599279
0.032947958,-0.01672996,-0.485775739
0.033027411,-0.016823635,-0.485497653
0.036838155,-0.020614246,-0.48188284
